t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,pitch_deg,roll_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
2.102,11,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.87920799241867,False,0.9339045882225037,-1.6153974533081055,-1.229176640510559,0.36993464827537537,-0.6424685120582581,-0.6981251239776611,-66.57,2.79,-0.42,False,,,"{""telemetry"": 0.8, ""graph"": 97.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.301,12,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.75323238190049,False,1.0023940801620483,-1.7350274324417114,-1.3545386791229248,0.3172163963317871,-0.5576620101928711,-0.6554830074310303,-71.68,3.14,-0.76,False,,,"{""telemetry"": 0.9, ""graph"": 96.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.499,13,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.636991443354372,False,1.0596123933792114,-1.8364825248718262,-1.4808858633041382,0.2592317759990692,-0.46391943097114563,-0.6605604887008667,-77.3,3.06,-1.04,False,,,"{""telemetry"": 0.8, ""graph"": 94.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.712,14,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.51231213638369,False,1.1075501441955566,-1.9233810901641846,-1.6341816186904907,0.200513556599617,-0.3692551255226135,-0.7509384751319885,-84.4,2.35,-1.18,False,,,"{""telemetry"": 0.8, ""graph"": 106.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.896,15,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.372907387894003,False,1.141998291015625,-1.9876644611358643,-1.7490379810333252,0.16978774964809418,-0.3196486234664917,-0.2362188994884491,-91.28,2.13,-1.3,False,,,"{""telemetry"": 1.6, ""graph"": 89.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.128,16,slm,TOWNSIM_INI,1,deliberative,EVADIR_IZQUIERDA,0,28.34955249969299,False,1.1724629402160645,-2.04533052444458,-1.7350008487701416,0.13898395001888275,-0.26518717408180237,0.17310884594917297,-98.72,1.76,-1.39,False,,,"{""telemetry"": 1.2, ""graph"": 90.0}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.294,17,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.386349519230922,False,1.1964609622955322,-2.0920639038085938,-1.7130098342895508,0.09639386832714081,-0.20492230355739594,-0.13404010236263275,-105.98,-0.41,-1.21,False,,,"{""telemetry"": 1.6, ""graph"": 87.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.491,18,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.330510982793392,False,1.2085371017456055,-2.1371865272521973,-1.826009750366211,0.031048420816659927,-0.2710809111595154,-0.804427981376648,-110.72,-2.96,-0.52,False,,,"{""telemetry"": 0.7, ""graph"": 83.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.698,19,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.173638573062128,False,1.2094712257385254,-2.2025458812713623,-1.9937771558761597,-0.020359672605991364,-0.37056100368499756,-0.8254286050796509,-114.65,-3.16,-0.02,False,,,"{""telemetry"": 0.8, ""graph"": 90.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.9,20,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.016908796375617,False,1.201061487197876,-2.2865183353424072,-2.1588845252990723,-0.061725083738565445,-0.462619423866272,-0.8170166015625,-118.05,-2.67,0.22,False,,,"{""telemetry"": 0.9, ""graph"": 91.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.1,21,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,27.86089511902198,False,1.1852701902389526,-2.3874008655548096,-2.3223042488098145,-0.09397279471158981,-0.5382385849952698,-0.8094404935836792,-121.23,-2.09,0.31,False,,,"{""telemetry"": 0.8, ""graph"": 92.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.319,22,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.710048012741293,False,1.1620112657546997,-2.5107510089874268,-2.4965264797210693,-0.12006819248199463,-0.6008760333061218,-0.8041421175003052,-124.55,-1.55,0.33,False,,,"{""telemetry"": 1.0, ""graph"": 110.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.521,23,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.561651434460593,False,1.1360551118850708,-2.6365487575531006,-2.6226789951324463,-0.12928256392478943,-0.6156336665153503,-0.19706934690475464,-127.74,1.56,-0.95,False,,,"{""telemetry"": 1.4, ""graph"": 111.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.708,24,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.535173741653,False,1.1130295991897583,-2.743882894515991,-2.6071934700012207,-0.12086891382932663,-0.540651798248291,0.1727062612771988,-132.79,2.89,-2.23,False,,,"{""telemetry"": 0.7, ""graph"": 98.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.909,25,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.576175946576903,False,1.0901005268096924,-2.8376944065093994,-2.580017566680908,-0.1097726821899414,-0.40831413865089417,0.10107329487800598,-139.34,2.59,-2.3,False,,,"{""telemetry"": 0.7, ""graph"": 100.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.105,26,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.603083200585605,False,1.0700424909591675,-2.907571315765381,-2.5626492500305176,-0.09232854098081589,-0.30263587832450867,0.0840185135602951,-145.65,1.96,-1.89,False,,,"{""telemetry"": 0.7, ""graph"": 95.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.305,27,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.624249362729948,False,1.0535786151885986,-2.959115505218506,-2.5476818084716797,-0.07422374933958054,-0.22204630076885223,0.07224801182746887,-151.66,1.4,-1.53,False,,,"{""telemetry"": 0.8, ""graph"": 95.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.506,28,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.642008380743103,False,1.0403450727462769,-2.9972710609436035,-2.5347447395324707,-0.0579245425760746,-0.16086585819721222,0.06098763272166252,-157.49,0.97,-1.21,False,,,"{""telemetry"": 0.7, ""graph"": 95.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.714,29,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.656315741356902,False,1.0299807786941528,-3.025181770324707,-2.523735284805298,-0.0441916324198246,-0.11530426889657974,0.050555791705846786,-163.15,0.65,-0.94,False,,,"{""telemetry"": 0.6, ""graph"": 103.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.918,30,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.667954377497292,False,1.0221339464187622,-3.0451440811157227,-2.5146102905273438,-0.03319312259554863,-0.08229933679103851,0.04157554358243942,-168.55,0.43,-0.72,False,,,"{""telemetry"": 0.7, ""graph"": 107.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.122,31,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.67743321740552,False,1.016283631324768,-3.059354782104492,-2.5072364807128906,-0.02454793080687523,-0.05836442485451698,0.03397833928465843,-173.93,0.27,-0.54,False,,,"{""telemetry"": 0.6, ""graph"": 111.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.333,32,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.68492644275065,False,1.0118802785873413,-3.069653034210205,-2.5010039806365967,-0.017721161246299744,-0.040773846209049225,0.027492007240653038,-179.44,0.17,-0.4,False,,,"{""telemetry"": 0.8, ""graph"": 122.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.559,33,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.691078762125727,False,1.0085376501083374,-3.0772581100463867,-2.495572805404663,-0.012300415895879269,-0.02770141325891018,0.021591797471046448,174.9,0.09,-0.28,False,,,"{""telemetry"": 0.8, ""graph"": 147.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.705,34,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.695994438787476,False,1.0069669485092163,-3.0807859897613525,-2.492786169052124,-0.0096077686175704,-0.021545805037021637,0.019396422430872917,171.28,0.06,-0.23,False,,,"{""telemetry"": 1.1, ""graph"": 92.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.934,35,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.69997561261278,False,1.0051777362823486,-3.0848002433776855,-2.488858938217163,-0.006498260423541069,-0.014633238315582275,0.015947537496685982,166.11,0.03,-0.15,False,,,"{""telemetry"": 0.7, ""graph"": 121.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.115,36,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.70337292999499,False,1.0041626691818237,-3.0871007442474365,-2.486262321472168,-0.004690780770033598,-0.010721763595938683,0.01371959038078785,162.28,0.01,-0.11,False,,,"{""telemetry"": 1.1, ""graph"": 102.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.315,37,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.706150917326134,False,1.0033814907073975,-3.0889077186584473,-2.4838221073150635,-0.003287128871306777,-0.007699987385421991,0.011675985530018806,158.53,0.0,-0.08,False,,,"{""telemetry"": 0.8, ""graph"": 101.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.542,38,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.70849841870283,False,1.0027738809585571,-3.0903546810150146,-2.4814844131469727,-0.002189172198995948,-0.005319491494446993,0.009490779601037502,154.73,-0.0,-0.06,False,,,"{""telemetry"": 0.7, ""graph"": 127.6}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.709,39,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.71048125566637,False,1.0024577379226685,-3.091136932373047,-2.4778940677642822,-0.0016121057560667396,-0.004075653851032257,0.06901037693023682,152.02,-0.0,-0.04,False,,,"{""telemetry"": 0.7, ""graph"": 95.1}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.977,40,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,27.723552940062675,False,1.0021876096725464,-3.091831684112549,-2.461714267730713,-0.0011481702094897628,-0.002998495241627097,0.07932388037443161,150.27,-0.0,-0.03,False,,,"{""telemetry"": 0.7, ""graph"": 162.6}",False,,,,,,,,,0.0,21.11,0.925,False,0.001,14.24,0.925,False,0.003,1.54,0.925,True
8.111,41,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.738787783885556,False,1.0017285346984863,-3.092194080352783,-2.4550583362579346,-0.016221655532717705,0.0069280085153877735,-0.21104645729064941,149.38,-2.64,-0.01,False,,,"{""telemetry"": 0.7, ""graph"": 96.1}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.366,42,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,27.673101813911565,False,0.9862396121025085,-3.0835344791412354,-2.5390446186065674,-0.11364224553108215,0.06463663280010223,-0.1420314460992813,148.08,-1.81,0.04,False,,,"{""telemetry"": 1.0, ""graph"": 150.9}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.021,1.12,0.19,False,0.002,0.33,0.19,False,0.011,1.13,0.19,False
8.557,43,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.6534354613145,False,0.9612546563148499,-3.069258213043213,-2.5363423824310303,-0.13307683169841766,0.07664473354816437,-0.2039729356765747,147.28,-0.85,-0.01,False,,,"{""telemetry"": 1.2, ""graph"": 141.7}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.763,44,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.581457290520326,False,0.9304428100585938,-3.0511116981506348,-2.6480000019073486,-0.17227470874786377,0.10284117609262466,-0.5662539601325989,146.41,-0.48,-0.02,False,,,"{""telemetry"": 2.8, ""graph"": 145.3}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.01,False,0.0,,0.01,False,0.0,,0.01,False
8.912,45,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.478623458274072,False,0.8954718708992004,-3.0301148891448975,-2.7120988368988037,-0.166431725025177,0.10033322870731354,0.059446144849061966,157.55,0.86,0.1,False,,,"{""telemetry"": 0.7, ""graph"": 96.6}",True,2301.2,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: BLOQUEADO (ocupacion=7%, TTC=0.9s)
- CENTRO: BLOQUEADO (ocupacion=6%, TTC=0.3s)
- DERECHA: BLOQUEADO (ocupacion=5%, TTC=1.0s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.23 m/s. Inclinacion: pitch=-13.7°, roll=+0.0°.
- Motivo de consulta: el sector CENTRO muestra un obstaculo real (TTC=0.3s).

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector CENTRO bloqueado, necesito una vía de escape hacia la izquierda.""}",1,photo-20260903T162024.889Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
