t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,pitch_deg,roll_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
2.113,11,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.83442762900144,False,0.9742392301559448,-1.6891182661056519,-1.2838395833969116,0.3649919927120209,-0.6431177854537964,-0.7121220231056213,-72.23,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 109.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.313,12,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.7067824485906,False,1.0407088994979858,-1.8073095083236694,-1.4238818883895874,0.29558297991752625,-0.531061589717865,-0.7126392722129822,-78.61,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 107.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.508,13,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.575235053413977,False,1.0920300483703613,-1.9006019830703735,-1.5688163042068481,0.2332170456647873,-0.4298754036426544,-0.7532963156700134,-85.7,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 103.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.703,14,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.434607775387587,False,1.133209228515625,-1.9774547815322876,-1.6852720975875854,0.19614894688129425,-0.36908993124961853,-0.2080983966588974,-92.95,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 98.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.934,15,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.413243007205374,False,1.1687430143356323,-2.0447020530700684,-1.669370412826538,0.1585811823606491,-0.30289211869239807,0.16476717591285706,-100.57,0.0,0.0,False,,,"{""telemetry"": 0.6, ""graph"": 95.1}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.097,16,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.44926147387141,False,1.1954020261764526,-2.0967257022857666,-1.6427587270736694,0.1151106208562851,-0.23325742781162262,0.10563642531633377,-108.73,0.0,0.0,False,,,"{""telemetry"": 1.4, ""graph"": 91.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.296,17,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.473377042010164,False,1.2138463258743286,-2.1372241973876953,-1.6270339488983154,0.07084618508815765,-0.17816153168678284,0.05653560534119606,-117.3,0.0,0.0,False,,,"{""telemetry"": 1.3, ""graph"": 90.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.52,18,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.486883863440678,False,1.2237223386764526,-2.1711528301239014,-1.618651270866394,0.01728847250342369,-0.12896674871444702,0.02202790044248104,-127.08,0.0,0.0,False,,,"{""telemetry"": 1.0, ""graph"": 113.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.717,19,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.49342028419792,False,1.2226037979125977,-2.1926052570343018,-1.6125433444976807,-0.023573681712150574,-0.09300991147756577,0.05471210926771164,-135.28,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 110.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.918,20,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.504402202970955,False,1.2164325714111328,-2.208470344543457,-1.602278232574463,-0.034174155443906784,-0.06646761298179626,0.04782937467098236,-143.01,0.0,0.0,False,,,"{""telemetry"": 1.0, ""graph"": 111.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.12,21,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.51435075262114,False,1.2097079753875732,-2.2198147773742676,-1.5939239263534546,-0.031676195561885834,-0.0474916510283947,0.038954176008701324,-150.22,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 112.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.334,22,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.522211283668334,False,1.2036062479019165,-2.2283034324645996,-1.586691975593567,-0.025450432673096657,-0.03307979181408882,0.03109499253332615,-157.34,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 127.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.503,23,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.528655975863437,False,1.1997580528259277,-2.2331202030181885,-1.5821369886398315,-0.020440202206373215,-0.02464301325380802,0.026614993810653687,-162.79,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 95.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.708,24,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.533809381442225,False,1.1960930824279785,-2.2373952865600586,-1.5771856307983398,-0.015176765620708466,-0.01714286394417286,0.022276220843195915,-168.87,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 100.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.938,25,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.538237144995566,False,1.193199634552002,-2.2405874729156494,-1.5727829933166504,-0.010768679901957512,-0.01161045953631401,0.017612596973776817,-174.53,0.0,0.0,False,,,"{""telemetry"": 0.6, ""graph"": 130.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.112,26,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.541830632757925,False,1.1915403604507446,-2.242353916168213,-1.5700619220733643,-0.00808771699666977,-0.008499289862811565,0.015027924440801144,-178.92,0.0,0.0,False,,,"{""telemetry"": 1.3, ""graph"": 103.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.313,27,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.544695540141383,False,1.190176248550415,-2.2437734603881836,-1.5673950910568237,-0.005811141803860664,-0.005992644000798464,0.012893671169877052,176.35,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 103.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.513,28,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.547191885090562,False,1.1891862154006958,-2.2447893619537354,-1.5651077032089233,-0.004130525980144739,-0.004221811890602112,0.010904419235885143,171.95,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 104.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.723,29,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.549291391808836,False,1.1884654760360718,-2.245525360107422,-1.563069224357605,-0.0029031382873654366,-0.0029669245705008507,0.009242095984518528,167.95,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 113.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.911,30,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.551082132383026,False,1.1879971027374268,-2.2460052967071533,-1.5615047216415405,-0.002094705356284976,-0.0021589321549981833,0.008056601509451866,164.56,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 101.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.112,31,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.552649936835223,False,1.1876461505889893,-2.2463700771331787,-1.5600451231002808,-0.0014873100444674492,-0.0015561104519292712,0.007097212132066488,161.34,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 100.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.32,32,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.554028471211982,False,1.1873844861984253,-2.2466468811035156,-1.5586880445480347,-0.0010354353580623865,-0.0011063453275710344,0.006175277754664421,158.38,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 109.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.503,33,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.555214859929073,False,1.1869930028915405,-2.246718168258667,-1.5657302141189575,-0.015147194266319275,0.005465460475534201,-0.28951072692871094,155.97,0.0,0.0,False,,,"{""telemetry"": 1.1, ""graph"": 91.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.736,34,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.475765071192214,False,1.1653907299041748,-2.2375328540802,-1.7015901803970337,-0.18593792617321014,0.08181606233119965,-0.780070960521698,153.09,0.0,0.0,False,,,"{""telemetry"": 0.9, ""graph"": 124.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.921,35,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.32877307105592,False,1.1124080419540405,-2.2134592533111572,-1.8509259223937988,-0.38557764887809753,0.17972034215927124,-0.8477140069007874,150.86,0.0,0.0,False,,,"{""telemetry"": 0.9, ""graph"": 109.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.124,36,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.154863421168358,False,1.0084830522537231,-2.1632707118988037,-2.0254054069519043,-0.6240075826644897,0.3101593554019928,-0.8652213215827942,148.5,0.0,0.0,False,,,"{""telemetry"": 1.0, ""graph"": 112.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.362,37,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.97683063090921,False,0.8797022700309753,-2.0972790718078613,-2.177015542984009,-0.8147067427635193,0.4278769791126251,-0.8195658326148987,146.54,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 150.8}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.004,False,0.0,,0.004,False,0.0,,0.004,False
7.509,38,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.795986475760913,False,0.687580406665802,-1.9925214052200317,-2.3505377769470215,-1.007775902748108,0.5626360177993774,-0.6073828935623169,144.28,0.0,0.0,False,,,"{""telemetry"": 0.6, ""graph"": 97.9}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.772,39,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.684441420315476,False,0.4782087504863739,-1.8747673034667969,-2.3845338821411133,-0.9520896673202515,0.5388198494911194,0.07205424457788467,142.98,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 160.2}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.97,40,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.684976459651836,False,0.30646783113479614,-1.7772281169891357,-2.373201370239258,-0.7778002619743347,0.4429152011871338,0.042673852294683456,142.45,0.0,0.0,False,,,"{""telemetry"": 1.3, ""graph"": 156.6}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.155,41,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.686371590096027,False,0.18063770234584808,-1.7054979801177979,-2.363729238510132,-0.6275103688240051,0.35798513889312744,0.11416681855916977,142.9,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 142.1}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.112,False,0.0,,0.112,False,0.0,,0.112,False
8.297,42,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.702367894479487,False,0.0714983344078064,-1.6432318687438965,-2.3435750007629395,-0.47692662477493286,0.2719899117946625,0.0468640998005867,154.15,0.0,0.0,False,,,"{""telemetry"": 0.7, ""graph"": 84.3}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.516,43,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.708452102664474,False,-0.018402546644210815,-1.5920346975326538,-2.3353006839752197,-0.35052162408828735,0.199161559343338,0.03662358224391937,177.19,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 102.2}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.733,44,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.713525808908603,False,-0.08285082876682281,-1.555538535118103,-2.327467203140259,-0.25908181071281433,0.14606475830078125,0.03634069114923477,-155.7,0.0,0.0,False,,,"{""telemetry"": 0.8, ""graph"": 118.6}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.92,45,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,27.71929704802614,False,-0.12517733871936798,-1.5317853689193726,-2.320922613143921,-0.19866502285003662,0.11087691783905029,0.03378269076347351,-130.97,0.0,0.0,False,,,"{""telemetry"": 0.9, ""graph"": 105.2}",True,2118.3,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.18 m/s. Inclinacion: pitch=+0.0°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Sector central despejado, no hay peligro inminente.""}",1,photo-20260903T160225.793Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
