t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,pitch_deg,roll_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
2.148,11,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.784249534459512,False,0.9794319272041321,-1.69674551486969,-1.3426514863967896,0.38124364614486694,-0.6633485555648804,-0.7094621658325195,-66.89,3.28,-0.49,False,,,"{""telemetry"": 0.8, ""graph"": 126.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.338,12,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.65855941588785,False,1.0464532375335693,-1.8140323162078857,-1.4708340167999268,0.3254411220550537,-0.5736202001571655,-0.7023442983627319,-71.9,3.25,-0.81,False,,,"{""telemetry"": 0.8, ""graph"": 115.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.532,13,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.533313751644947,False,1.1050965785980225,-1.9183871746063232,-1.606905460357666,0.2659565508365631,-0.4784204959869385,-0.7044612765312195,-78.06,3.09,-1.11,False,,,"{""telemetry"": 1.3, ""graph"": 109.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.737,14,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.4030618126791,False,1.1526477336883545,-2.005030870437622,-1.7550067901611328,0.2093672752380371,-0.38735973834991455,-0.7481938600540161,-85.33,2.44,-1.26,False,,,"{""telemetry"": 0.8, ""graph"": 113.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
2.939,15,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.26490548993106,False,1.191349744796753,-2.0775861740112305,-1.8686165809631348,0.17623360455036163,-0.3331393897533417,-0.1310565173625946,-92.9,2.21,-1.41,False,,,"{""telemetry"": 0.7, ""graph"": 115.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.116,16,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.24249542083568,False,1.2196520566940308,-2.1313648223876953,-1.8508082628250122,0.1459890604019165,-0.27956870198249817,0.17052307724952698,-99.66,1.83,-1.5,False,,,"{""telemetry"": 1.6, ""graph"": 91.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.342,17,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.27904828840621,False,1.2473742961883545,-2.1857614517211914,-1.8198816776275635,0.10071888566017151,-0.20701240003108978,0.10125431418418884,-109.1,1.13,-1.58,False,,,"{""telemetry"": 0.8, ""graph"": 117.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.534,18,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.30305582328122,False,1.263005256652832,-2.2207565307617188,-1.80526602268219,0.06175436079502106,-0.15945938229560852,0.05419837683439255,-117.45,0.56,-1.64,False,,,"{""telemetry"": 0.9, ""graph"": 109.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.751,19,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.316663105761393,False,1.2712550163269043,-2.2500689029693604,-1.7975311279296875,0.014986025169491768,-0.11695872247219086,0.021260643377900124,-126.84,0.06,-1.7,False,,,"{""telemetry"": 0.9, ""graph"": 125.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
3.94,20,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.32318312062722,False,1.2702971696853638,-2.2690482139587402,-1.7914130687713623,-0.020415326580405235,-0.08558271080255508,0.055027563124895096,-134.76,0.16,-1.0,False,,,"{""telemetry"": 0.9, ""graph"": 113.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.139,21,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.334344955005548,False,1.2649931907653809,-2.283489227294922,-1.781261920928955,-0.029970357194542885,-0.06169840320944786,0.04819398373365402,-142.35,0.32,-0.49,False,,,"{""telemetry"": 1.6, ""graph"": 111.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.41,22,slm,TOWNSIM_INI,1,deliberative,MANTENER_RUMBO,0,28.344308042112008,False,1.2583261728286743,-2.295203447341919,-1.7718113660812378,-0.02736033871769905,-0.04228485748171806,0.03713655844330788,-150.43,0.32,-0.29,False,,,"{""telemetry"": 1.1, ""graph"": 140.0}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.541,23,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.352153852625303,False,1.253947138786316,-2.301568031311035,-1.7661361694335938,-0.022867444902658463,-0.03138250857591629,0.03162835165858269,-156.47,0.27,-0.22,False,,,"{""telemetry"": 1.6, ""graph"": 113.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.747,24,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.35848116612438,False,1.2498323917388916,-2.3069558143615723,-1.760410189628601,-0.017582204192876816,-0.021999383345246315,0.026219526305794716,-163.11,0.2,-0.17,False,,,"{""telemetry"": 0.9, ""graph"": 120.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
4.922,25,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.3636967611354,False,1.247122049331665,-2.3102540969848633,-1.7563711404800415,-0.01369184348732233,-0.01620578207075596,0.022510379552841187,-168.31,0.15,-0.14,False,,,"{""telemetry"": 0.8, ""graph"": 94.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.13,26,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.368016210882303,False,1.2446879148483276,-2.313068389892578,-1.7522467374801636,-0.009999975562095642,-0.011301001533865929,0.01860106736421585,-173.8,0.1,-0.1,False,,,"{""telemetry"": 0.7, ""graph"": 102.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.337,27,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.371673528073764,False,1.2429206371307373,-2.315035104751587,-1.7488373517990112,-0.007217992562800646,-0.007911691442131996,0.015340552665293217,-178.6,0.07,-0.08,False,,,"{""telemetry"": 0.8, ""graph"": 108.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.536,28,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.37463822927952,False,1.2416985034942627,-2.316361904144287,-1.7461726665496826,-0.005224636755883694,-0.005624641664326191,0.01283349096775055,177.06,0.05,-0.06,False,,,"{""telemetry"": 0.8, ""graph"": 107.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.768,29,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.377132527223104,False,1.2406978607177734,-2.3174331188201904,-1.7435697317123413,-0.0035451578442007303,-0.003781003411859274,0.010294601321220398,172.21,0.03,-0.04,False,,,"{""telemetry"": 0.8, ""graph"": 138.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.952,30,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.379205158399284,False,1.2401496171951294,-2.3180177211761475,-1.7419110536575317,-0.0025903182104229927,-0.002769560320302844,0.009029150009155273,168.48,0.02,-0.03,False,,,"{""telemetry"": 1.0, ""graph"": 122.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.15,31,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.380965085433488,False,1.2397167682647705,-2.3184828758239746,-1.7402769327163696,-0.0018258373020216823,-0.001973268575966358,0.007920092903077602,164.63,0.01,-0.02,False,,,"{""telemetry"": 0.9, ""graph"": 120.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.333,32,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.38251936914181,False,1.2394276857376099,-2.3187978267669678,-1.738940715789795,-0.0013126988196745515,-0.001442590495571494,0.0070549058727920055,161.34,0.01,-0.02,False,,,"{""telemetry"": 1.1, ""graph"": 102.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.565,33,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.3838666486716,False,1.239183783531189,-2.3190691471099854,-1.7374927997589111,-0.0008842948009259999,-0.0009963327320292592,0.006003860849887133,157.93,0.0,-0.01,False,,,"{""telemetry"": 0.9, ""graph"": 134.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.727,34,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.38504978644385,False,1.2387763261795044,-2.3190882205963135,-1.7457411289215088,-0.01703983172774315,0.006504443474113941,-0.31354227662086487,155.53,-2.49,0.02,False,,,"{""telemetry"": 0.8, ""graph"": 95.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.949,35,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.303148999112786,False,1.2204866409301758,-2.3112175464630127,-1.8664507865905762,-0.16308417916297913,0.07230506837368011,-0.723558247089386,152.72,-5.58,0.16,False,,,"{""telemetry"": 0.9, ""graph"": 117.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.154,36,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.164062840379426,False,1.1617408990859985,-2.2839698791503906,-2.0382561683654785,-0.4019865095615387,0.1924424171447754,-0.8851001262664795,150.1,-8.13,0.24,False,,,"{""telemetry"": 0.7, ""graph"": 122.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.336,37,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.98502356028155,False,1.067643165588379,-2.237494707107544,-2.1967835426330566,-0.6166205406188965,0.31245556473731995,-0.8607544302940369,147.94,-7.85,0.14,False,,,"{""telemetry"": 1.1, ""graph"": 103.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.544,38,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.80778964553305,False,0.919814944267273,-2.1600630283355713,-2.3629002571105957,-0.8151675462722778,0.4395226836204529,-0.8112365007400513,145.79,-6.61,-0.1,False,,,"{""telemetry"": 1.2, ""graph"": 111.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.759,39,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.633856902142288,False,0.7174989581108093,-2.0462918281555176,-2.553779363632202,-1.0598173141479492,0.6163375377655029,-0.905794084072113,143.46,-8.18,0.04,False,,,"{""telemetry"": 1.0, ""graph"": 126.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.004,40,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.441296463472394,False,0.520399272441864,-1.9292140007019043,-2.70658278465271,-1.241541862487793,0.7503004670143127,-0.8774082660675049,141.49,-7.36,0.26,False,,,"{""telemetry"": 0.8, ""graph"": 171.5}",False,,,,,,,,,0.0,,0.014,False,0.0,,0.014,False,0.0,,0.014,False
8.142,41,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.25109029528203,False,0.23930761218070984,-1.7565693855285645,-2.8863470554351807,-1.428329348564148,0.8886733651161194,-0.8363251686096191,139.01,-5.86,0.45,False,,,"{""telemetry"": 1.2, ""graph"": 109.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.336,42,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,27.0724629775224,False,-0.04836469143629074,-1.5759836435317993,-3.0443050861358643,-1.5626884698867798,0.988293468952179,-0.8111644387245178,136.73,-4.58,0.53,False,,,"{""telemetry"": 0.9, ""graph"": 103.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.541,43,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,26.904932631349624,False,-0.3749288320541382,-1.3682228326797485,-3.188894033432007,-1.6012154817581177,1.0300902128219604,-0.6722351312637329,134.52,-0.28,-1.19,False,,,"{""telemetry"": 0.8, ""graph"": 108.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.735,44,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.765694218344787,False,-0.6749165654182434,-1.1693612337112427,-3.3152153491973877,-1.5561530590057373,1.065050482749939,-0.6618856191635132,132.42,0.82,-2.25,False,,,"{""telemetry"": 1.2, ""graph"": 101.1}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.943,45,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.63532306158135,False,-0.988983154296875,-0.9464799165725708,-3.4282054901123047,-1.4685167074203491,1.0646690130233765,-0.19273310899734497,130.03,6.84,-2.71,False,,,"{""telemetry"": 0.9, ""graph"": 109.2}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.141,46,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.59107650678515,False,-1.2588956356048584,-0.7481954097747803,-3.4607725143432617,-1.2030460834503174,0.8930267691612244,-0.16933633387088776,128.89,9.53,-2.75,False,,,"{""telemetry"": 0.9, ""graph"": 107.1}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.382,47,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.564947926537368,False,-1.4562381505966187,-0.6010677218437195,-3.48909068107605,-0.9591714143753052,0.7174685001373291,-0.13116735219955444,128.5,8.79,-2.39,False,,,"{""telemetry"": 0.8, ""graph"": 147.4}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.618,48,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,26.547990537266273,False,-1.6346895694732666,-0.4673788845539093,-3.507101058959961,-0.730224072933197,0.5475623607635498,0.006027508061379194,129.32,7.09,-1.75,False,,,"{""telemetry"": 1.7, ""graph"": 182.3}",False,,,,,,,,,0.002,10.81,0.32,False,0.011,7.13,0.32,False,0.02,0.77,0.32,False
9.733,49,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.55316371802047,False,-1.7575852870941162,-0.37522393465042114,-3.5083651542663574,-0.5575118064880371,0.41895195841789246,-0.09779687970876694,140.22,3.18,-0.38,False,,,"{""telemetry"": 0.8, ""graph"": 97.8}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.929,50,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.528746210451093,False,-1.862435221672058,-0.2947816550731659,-3.5400314331054688,-0.5094410181045532,0.39735522866249084,0.011968716979026794,149.46,2.49,0.06,False,,,"{""telemetry"": 0.9, ""graph"": 93.8}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.126,51,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,26.536972532321087,False,-1.955287218093872,-0.22158552706241608,-3.5303874015808105,-0.4232431948184967,0.33669513463974,0.051366645842790604,166.13,3.21,1.36,False,,,"{""telemetry"": 0.8, ""graph"": 90.1}",True,3459.8,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 30.0m hacia Frente (+0°)
- Altitud actual: 0.1m (Cota segura: 10.0m)
- Velocidad horizontal: 1.19 m/s. Inclinacion: pitch=-13.9°, roll=+0.0°.
- Motivo de consulta: bloqueo lateral o corredor cerrado, sin peligro central inmediato.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""MANTENER_RUMBO"", ""rationale"": ""Frente y rumbo al waypoint despejados.""}",1,photo-20260903T182109.825Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
